oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
185,2.0,שלבים מקבוץ גלויות עד בן צבי מסלול מזרחי,חד סטרי,2019.0,256.06,מדרכה,,20/08/2025 01:08:49,256.0647036556952,"[[34.76386099504296, 32.048890522835954], [34.763916040901734, 32.048913014489735], [34.76392253523603, 32.04895289440439], [34.76391649743537, 32.048994766118064], [34.763919804260325, 32.04900623035077], [34.76421493577013, 32.04950401860951]]"
186,2.0,צומת שלבים התחיה,חד סטרי,2019.0,67.73,כביש,,20/08/2025 01:08:49,67.7306966192404,"[[34.76424210122544, 32.04957937818877], [34.763917772654814, 32.049714429327466]]"
187,2.0,צומת שלבים שארית ישראל,חד סטרי,2019.0,30.08,כביש,,20/08/2025 01:08:49,30.081161998968216,"[[34.76523256096356, 32.05146320539561], [34.76493901139541, 32.05156847315099]]"
188,2.5,סלומון,דו סטרי,2020.0,228.83,כביש,1590364800000.0,20/08/2025 01:08:49,228.82819566016715,"[[34.780124211276465, 32.06170261794267], [34.77950019200298, 32.060894067720035], [34.77933031741393, 32.06068100036356], [34.7787985457718, 32.05997536162109]]"
189,3.0,היינריך היינה מנס לגויים עד מסלול מערבי,דו סטרי,2019.0,543.29,כביש,,20/08/2025 01:08:49,543.2932843453636,"[[34.76112700104945, 32.03880726174122], [34.76130628629996, 32.03909540043606], [34.761382616235295, 32.03924121368125], [34.76150041112473, 32.03950169840739], [34.76154498547248, 32.03962998251011], [34.76166394739986, 32.04005558204307], [34.76175799686708, 32.040419536356], [34.76180224626752, 32.04065447234153], [34.76184589564733, 32.04101395628672], [34.76198208914264, 32.04205090773573], [34.76212971393813, 32.043158047322315], [34.762196559850516, 32.0435877595866]]"
190,2.0,צומת נס לגויים היינריך היינה,,2019.0,97.33,כביש,,20/08/2025 01:08:49,97.334374680291,"[[34.76270388907367, 32.04399266577126], [34.76266503988373, 32.04403261505312]]"
191,3.5,היינריך היינה מגרוסמן מאיר עד יגאל ידין  שביל 2.1,,2019.0,296.05,מדרכה,,20/08/2025 01:08:49,296.0506751649971,"[[34.762287996464345, 32.042048538958234], [34.76213246858121, 32.04083734198942], [34.762040716927224, 32.04034455246413], [34.76176698249424, 32.03942116497537]]"
192,2.5,לוין קיפניס מוילנסקי ארגוב,,2020.0,244.36,כביש,1593475200000.0,20/08/2025 01:08:49,244.3560111162152,"[[34.8318404499508, 32.125779270751444], [34.831843098851394, 32.12578614021457], [34.83169567631242, 32.1263439372012], [34.83169224775975, 32.126359674046306], [34.83171705288425, 32.12729313946481], [34.831748243143736, 32.127897359144356], [34.831801767678364, 32.12795061455508]]"
193,2.5,קרמינצקי מההשכלה עד יגאל אלון,דו סטרי,2020.0,287.81,כביש,1590796800000.0,20/08/2025 01:08:49,287.811932537251,"[[34.79306782096959, 32.06704652128914], [34.793411922433, 32.066987061689865], [34.79364623982018, 32.06695248468783], [34.79377674898714, 32.066932715620524], [34.794616036732236, 32.066831947181875], [34.79501635212643, 32.066795381046155], [34.79552930097423, 32.066759176158364], [34.79609013947666, 32.066734635736005]]"
194,3.5,גרוסמן מגרינבויים עד הנריך היינה שביל 1.1,,2020.0,331.74,כביש,1602720000000.0,20/08/2025 01:08:49,331.7364344120625,"[[34.76562322416785, 32.04146328376026], [34.76557608253547, 32.041480299750084], [34.76555756801125, 32.041485962049435], [34.76554750428208, 32.04148163198222], [34.76553916170177, 32.04146871920499], [34.76552079743794, 32.04144288693505], [34.76549399499466, 32.041424182975746], [34.76545877486172, 32.041408313059414], [34.76542353424434, 32.04139673829748], [34.7654016788177, 32.04139809467407], [34.765357966908255, 32.04140080651049], [34.765294045573754, 32.04141203791269], [34.76428965712166, 32.041619000405056], [34.762438197260146, 32.042031961032144], [34.76241197602583, 32.042031869628715], [34.76234951321221, 32.04201790766314], [34.762288841794856, 32.041954602263914]]"
195,2.5,דניאל הירקון עד הכרמל,דו סטרי,2020.0,288.19,כביש,1592265600000.0,20/08/2025 01:08:49,288.19339375294857,"[[34.76434805482271, 32.06849683031069], [34.76462897828955, 32.068423018343545], [34.7648711142522, 32.06832680248153], [34.76509803451048, 32.068207995922], [34.765284030884445, 32.068092530770734], [34.7655601151646, 32.06795763807432], [34.76616971563985, 32.067653216983416], [34.766713679689225, 32.06738688235001], [34.76700813280713, 32.06723908037607]]"
196,2.5,הארבעה קרליבך עד 1098,דו סטרי,2020.0,108.61,כביש,,20/08/2025 01:08:49,108.6122826025212,"[[34.7827475042905, 32.070362780242114], [34.78313814015106, 32.070426348762204], [34.78376014477963, 32.070412202466315], [34.783844465194406, 32.07044136390176], [34.783853031721016, 32.07047404159309]]"
197,2.5,הלל הזקן מנגארה עד הארי,דו סטרי,2017.0,98.08,כביש,,20/08/2025 01:08:49,98.08089272294488,"[[34.76975439470898, 32.07023278766694], [34.76911274305296, 32.07092833214179]]"
198,2.5,וילנסקי משה,דו סטרי,2020.0,304.83,כביש,1596067200000.0,20/08/2025 01:08:49,304.8264809005718,"[[34.831801767678364, 32.12795061455508], [34.832208891256926, 32.1279503799959], [34.83271391908998, 32.12786883194545], [34.832971694160776, 32.12777510411729], [34.833013843850146, 32.12775232247416], [34.833278870289895, 32.127680250865254], [34.83464400136192, 32.12727114176426], [34.83488677239694, 32.127209505745256]]"
199,2.5,מנחם בגין 148-15156,דו סטרי,2020.0,190.71,כביש,1595894400000.0,20/08/2025 01:08:49,190.71457215132972,"[[34.79416379409042, 32.07884212853885], [34.794299450557105, 32.07896282110501], [34.794401626400244, 32.07905047911028], [34.79451220251398, 32.07913959534407], [34.79464793651049, 32.079243108723546], [34.794805483824, 32.07935671404175], [34.79498990209694, 32.07947756348005], [34.79505358599452, 32.07952501210352], [34.7957260594594, 32.079925165301184]]"
200,2.5,שלונסקי בני אפריים עד פנחס רוזן,דו סטרי,2020.0,723.74,כביש,1595462400000.0,20/08/2025 01:08:49,723.7426898842086,"[[34.825263183960416, 32.11579476448214], [34.82498145022514, 32.115790341491994], [34.82477113094967, 32.115804026992215], [34.824573457625114, 32.11581059170947], [34.82394224695772, 32.11591248685193], [34.823786580221224, 32.11592991408161], [34.82358450794428, 32.11598299068952], [34.82354230682627, 32.11601865378885], [34.821903585501076, 32.11670803343772], [34.82155383352956, 32.1168787663856], [34.820079448300405, 32.11748272401045], [34.81983885624445, 32.11760014621854], [34.819792686898076, 32.11761734189275], [34.819727470322185, 32.11760894207354], [34.81932159199475, 32.117782393913046], [34.81926528036934, 32.11785977696822], [34.81912854629557, 32.11792223970795], [34.81862863752378, 32.118111521665135], [34.818586960979005, 32.11811902288117], [34.818542076914824, 32.11811797441776], [34.818456265448894, 32.11810629542538]]"
201,2.5,בירנית מבר לב עד לבני איתן,דו סטרי,2020.0,283.81,כביש,1593475200000.0,20/08/2025 01:08:49,283.8559560327205,"[[34.80448223851344, 32.04419441425754], [34.80449808779737, 32.04415724272011], [34.80449597920863, 32.0441266959287], [34.804487114390106, 32.04410376241109], [34.80448156235851, 32.04409229212047], [34.80447968233044, 32.043830683987856], [34.80450880649846, 32.043771293542896], [34.804504635821395, 32.04368197215927]]"
202,2.5,ככר דיזנגוף,חד סטרי,2018.0,257.62,כביש,,20/08/2025 01:08:49,257.65759460130454,"[[34.77420507629281, 32.07833282404515], [34.7742554460786, 32.078329615586796], [34.77430490983246, 32.07831957832725], [34.77435254613825, 32.07830289924167], [34.77439746762173, 32.07827988902985], [34.774438837480645, 32.07825097632851], [34.77447588507281, 32.078216699726575], [34.77450792027167, 32.07817769773227], [34.774534346322085, 32.07813469687897], [34.77455467095674, 32.0780884981912], [34.774568515566145, 32.078039962263105], [34.77457562225142, 32.0779899932272], [34.77457585862847, 32.077939521912064], [34.774569220294026, 32.07788948850281], [34.774555830907715, 32.07784082502719], [34.77453593988846, 32.077794437993674], [34.77450991776831, 32.07775119150493], [34.77447824929014, 32.07771189116122], [34.77444152437777, 32.07767726905359], [34.77440042714684, 32.077647970126385], [34.774355723160994, 32.0776245401632], [34.77430824517091, 32.0776074156199], [34.77425887760171, 32.07759691549435], [34.7742085400778, 32.077593235384], [34.77415817029201, 32.07759644384235], [34.77410870653815, 32.077606481101895], [34.77406107023236, 32.07762316018748], [34.77401614874888, 32.0776461703993], [34.773974778889965, 32.07767508310064], [34.7739377312978, 32.077709359702574], [34.77390569609894, 32.07774836169688], [34.773879270048525, 32.07779136255018], [34.77385894541387, 32.07783756123795], [34.773845100804465, 32.077886097166044], [34.77383799411919, 32.07793606620195], [34.77383775774214, 32.077986537517084], [34.77384439607658, 32.078036570926336], [34.773857785462894, 32.07808523440196], [34.77387767648215, 32.078131621435475], [34.7739036986023, 32.07817486792422], [34.77393536708047, 32.07821416826793], [34.77397209199284, 32.07824879037556], [34.77401318922377, 32.07827808930276], [34.774057893209616, 32.07830151926595], [34.7741053711997, 32.07831864380925], [34.7741547387689, 32.0783291439348], [34.77420507629281, 32.07833282404515]]"
203,2.5,חיבור בין נמיר לגילוץ,דו סטרי,2020.0,64.03,מדרכב,1593475200000.0,20/08/2025 01:08:49,64.03329820024793,"[[34.79521913325481, 32.090459411364684], [34.794541553242986, 32.09043288366975]]"
204,3.5,הוברמן מדיזנגוף עד ככר התרבות,דו סטרי,2020.0,145.93,מדרכה,1595980800000.0,20/08/2025 01:08:49,145.9320155325396,"[[34.780201680431674, 32.07261181616909], [34.78058034644437, 32.073887694984336]]"
205,,מעבר חציה ויצמן דוד המלך,,2000.0,19.86,,,20/08/2025 01:08:49,19.86087338513378,"[[34.7884993372513, 32.07963683129493], [34.78870824844196, 32.07961585678728]]"
206,2.5,אמיר גלבוע ממארק שאגאח עד שטרייכמן,דו סטרי,2020.0,318.85,כביש,1597104000000.0,20/08/2025 01:08:49,318.85272204218575,"[[34.78819871363513, 32.116070720568054], [34.78892065877012, 32.11522579255464]]"
207,,מעבר חציה אבן גבירול יהודה המכבי,,2000.0,23.17,,,20/08/2025 01:08:49,23.172206497448624,"[[34.78331259538376, 32.093975577616035], [34.7835560614374, 32.09394893631801]]"
208,2.5,1284,,2000.0,90.69,כביש,,20/08/2025 01:08:49,90.69122686712323,"[[34.78324100448817, 32.09677683196262], [34.78319708492563, 32.09701792785568], [34.78317252147086, 32.09723974209667], [34.78318857039164, 32.09759053479879]]"
209,2.5,1284 מרוקח עד בני דן,דו סטרי,2000.0,126.06,,,20/08/2025 01:08:49,126.06284953496784,"[[34.78270273815728, 32.098462901188164], [34.783132314302684, 32.09848866792216], [34.78316765023935, 32.0984844902327], [34.78320646240828, 32.098455987625904], [34.783249612788744, 32.09839815174574], [34.78326322441856, 32.098363838999006], [34.78326932045641, 32.09831804859719], [34.783254382316976, 32.09827505143064], [34.7831901702306, 32.098158164103786], [34.78313767847235, 32.09805276748693], [34.783113578766375, 32.097990413682915], [34.78310037452872, 32.09793596959542], [34.78308670043441, 32.09780063925024]]"
210,2.5,שביל מאחורי רחוב הברזל ,דו סטרי,2000.0,334.97,כביש,,20/08/2025 01:08:49,334.96901431264257,"[[34.84045440471672, 32.108282018193705], [34.84082460546681, 32.108593258916926], [34.84087349672901, 32.10863515466132], [34.843204626508616, 32.110186746175636]]"
211,2.5,דניאל הירקון עד הרברט סמואל,דו סטרי,2020.0,97.13,כביש,1598918400000.0,20/08/2025 01:08:49,97.1313824501531,"[[34.76434805482271, 32.06849683031069], [34.7633687226582, 32.068764799307765]]"
212,2.5,דיזנגוף אבן גבירול עד הוברמן,דו סטרי,2020.0,85.23,כביש,1598918400000.0,20/08/2025 01:08:49,85.22823460600527,"[[34.78160000051593, 32.07372797840189], [34.78154459954764, 32.073701618245124], [34.78072629244122, 32.073860000326434]]"
213,2.5,ככר הא באייר שביל זמני,דו סטרי,2020.0,403.48,כביש,1599609600000.0,20/08/2025 01:08:49,403.47907324253407,"[[34.791120834868494, 32.086499697051714], [34.791078186809806, 32.08637039499004], [34.79100897279134, 32.08623643146943], [34.790891046772934, 32.08606664416267], [34.790755466458606, 32.08594137894535], [34.79064417553649, 32.08584888538918], [34.790414370811874, 32.08571736838575], [34.790205256065846, 32.08564238580127], [34.79003785851041, 32.08560617457301], [34.78986337137363, 32.085593715541506], [34.789730706243944, 32.08559625370271], [34.78953529549354, 32.085616741960884], [34.78940236830138, 32.085639758501166], [34.78927300727384, 32.085683913650115], [34.78905266934166, 32.08577532257886], [34.78877604653552, 32.085961648936596], [34.7886547525573, 32.08608779151335], [34.78864963670723, 32.08612469207518], [34.788530020446174, 32.08632936492137], [34.78847002985837, 32.086471822545676], [34.788434218765495, 32.08667082670561], [34.78844039350935, 32.086849164481464], [34.78846974623818, 32.08699630708871]]"
214,2.5,יצחק אלחנן מהרברט סמואל עד הכובשים,דו סטרי,2020.0,107.92,כביש,1580256000000.0,20/08/2025 01:08:49,107.9241111596333,"[[34.76420687747486, 32.06632930328457], [34.764144574685126, 32.06634984514377]]"
215,2.5,אבנר מזרח מרכז הספורט,דו סטרי,2020.0,292.19,כביש,1600300800000.0,20/08/2025 01:08:49,292.18991578314046,"[[34.83299387307434, 32.12572523117159], [34.83397530063171, 32.125499695361405], [34.8338010313655, 32.12501841399582], [34.83368644416748, 32.125069307966164], [34.83360808082251, 32.12509469366198], [34.8335176928443, 32.12511620158769], [34.83342436680421, 32.12511977068052], [34.83328895837398, 32.12510912780488], [34.832983572670855, 32.125076213623444], [34.83268304156404, 32.1250333897339], [34.832550480375865, 32.12498913233601], [34.832362553448334, 32.12493991193591]]"
216,1.5,נח מוזס ממנחם בגין עד יגאל אלון שביל צפוני,חד סטרי,2020.0,195.76,כביש,1600819200000.0,20/08/2025 01:08:49,195.7625897163258,"[[34.79346431455016, 32.076062191752996], [34.795410885580026, 32.07548263783708], [34.79539967705612, 32.07548260166104]]"
217,2.5,בן יהודה מארלוזורוב עד נורדאו,,2020.0,599.89,כביש,1601769600000.0,20/08/2025 01:08:49,599.8934490305687,"[[34.77306630473887, 32.08730928175649], [34.773094453375336, 32.08740243106461], [34.77312633602261, 32.08741685544921], [34.77315817055669, 32.087441301208116]]"
218,2.5,פארק המסילה 3817,דוד סטרי,2020.0,970.47,כביש,1602288000000.0,20/08/2025 01:08:49,970.473565169144,"[[34.76940957577484, 32.06096086280481], [34.76872687442052, 32.0609134583198], [34.768503469528575, 32.06087546886944], [34.76837238771525, 32.060866428466795], [34.76802806822688, 32.06080225263871], [34.76785841797572, 32.06077303664959], [34.76771432815852, 32.060737708696145], [34.76754277972779, 32.06068748577746], [34.76740178891227, 32.0606411888653], [34.76728768722479, 32.06059641566869], [34.76704442548012, 32.06049250200614], [34.7667660378797, 32.060351244347345], [34.76655311016686, 32.06023168742889], [34.76627993835587, 32.060054657407676], [34.76614420334089, 32.0599639975072], [34.76583581380954, 32.059769665670025], [34.764902807552545, 32.05916360678604], [34.76469231576179, 32.05903597606181], [34.76450349227649, 32.0589216395205], [34.76392721647398, 32.05868170023412], [34.76379096575228, 32.058609845549476], [34.76305661173389, 32.05831912125374], [34.76240900749671, 32.05806570828061], [34.76225396753723, 32.05802815452737], [34.76215465325592, 32.05802252087414], [34.7620707978111, 32.058030159518516], [34.76197746391799, 32.058072134023014], [34.761629877693366, 32.05804976978664], [34.760341792400226, 32.05785152073806], [34.760090277006896, 32.057837386677605]]"
